date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,time_of_day,weekday,workday,did_it_rain,did_it_snow,month,week,year
2018-07-07,1416,23,21.7,0.51,1.7,2000,11.1,0,0,0,Summer,No Holiday,Yes,Evening,Sat,No,No,No,Jul,31,2018
2018-06-20,336,5,19.1,0.83,2,457,16.1,0,0,0,Summer,No Holiday,Yes,Night,Wed,Yes,No,No,Jun,29,2018
2018-01-05,284,21,-3.5,0.53,0.9,1353,-11.7,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Jan,5,2018
2018-10-03,1040,0,14.5,0.74,0.4,2000,9.9,0,0,0,Autumn,Holiday,Yes,Night,Wed,Yes,No,No,Oct,44,2018
2018-08-30,1142,16,27.6,0.68,2.1,1038,21.1,1.46,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Aug,39,2018
2018-11-04,188,4,6.9,0.7,1.5,1314,1.7,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Nov,49,2018
2018-05-31,3119,18,26.4,0.42,3.1,1995,12.4,0.79,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,May,26,2018
2018-05-17,18,21,20.5,0.97,1.1,726,20,0,4,0,Spring,No Holiday,Yes,Evening,Thu,Yes,Yes,No,May,24,2018
2018-02-18,183,11,0,0.2,0.8,1975,-20.3,1.05,0,0,Winter,No Holiday,Yes,Morning,Sun,No,No,No,Feb,12,2018
2018-10-08,1636,22,14.4,0.49,1.1,2000,3.8,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,45,2018
2018-09-06,963,0,22.5,0.83,0.5,1593,19.4,0,0,0,Autumn,No Holiday,Yes,Night,Thu,Yes,No,No,Sep,40,2018
2018-04-17,503,0,9.6,0.31,0.8,2000,-6.7,0,0,0,Spring,No Holiday,Yes,Night,Tue,Yes,No,No,Apr,20,2018
2018-05-05,579,8,14.4,0.51,2.3,1907,4.3,0.92,0,0,Spring,No Holiday,Yes,Morning,Sat,No,No,No,May,22,2018
2018-09-08,1505,13,26.1,0.32,3,1985,8.1,3.06,0,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,No,Sep,40,2018
2018-09-20,784,21,18.7,0.84,2.7,1744,15.9,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Sep,42,2018
2018-11-12,1023,22,7.6,0.55,1.7,1694,-0.8,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Nov,50,2018
2018-03-30,747,7,10.5,0.7,1.1,483,5.2,0.04,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Mar,17,2018
2018-05-17,35,23,20,0.98,1.8,589,19.6,0,2.5,0,Spring,No Holiday,Yes,Evening,Thu,Yes,Yes,No,May,24,2018
2018-10-15,1058,13,19.7,0.52,2.1,512,9.5,1.83,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,46,2018
2018-07-25,1893,8,28.7,0.7,3.5,1470,22.6,0.52,0,0,Summer,No Holiday,Yes,Morning,Wed,Yes,No,No,Jul,34,2018
2018-05-13,83,4,13.8,0.98,2.9,27,13.4,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,May,24,2018
2018-11-01,147,4,3.6,0.7,0.8,1934,-1.3,0,0,0,Autumn,No Holiday,Yes,Night,Thu,Yes,No,No,Nov,48,2018
2018-06-16,1525,12,24.8,0.43,1.2,1943,11.3,3.27,0,0,Summer,No Holiday,Yes,Afternoon,Sat,No,No,No,Jun,28,2018
2018-10-18,2154,8,8.5,0.77,0.5,1995,4.6,0.21,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Oct,46,2018
2018-04-25,906,23,14,0.45,0.6,1901,2.2,0,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Apr,21,2018
2018-02-07,51,3,-12.5,0.49,1.5,1885,-21,0,0,0,Winter,No Holiday,Yes,Night,Wed,Yes,No,No,Feb,10,2018
2018-05-04,935,23,12.4,0.58,2.5,1843,4.3,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,May,22,2018
2018-07-14,1039,12,30.2,0.58,2.3,1359,21,2.64,0,0,Summer,No Holiday,Yes,Afternoon,Sat,No,No,No,Jul,32,2018
2018-07-25,299,5,28.3,0.74,2.4,1378,23.2,0,0,0,Summer,No Holiday,Yes,Night,Wed,Yes,No,No,Jul,34,2018
2018-06-17,475,7,19.6,0.75,0.9,884,15,0.42,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jun,29,2018
2018-02-03,60,3,-4.4,0.8,4.3,346,-7.3,0,0.1,0.1,Winter,No Holiday,Yes,Night,Sat,No,Yes,Yes,Feb,9,2018
2018-11-26,955,21,6.7,0.71,0.9,461,1.8,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Nov,52,2018
2017-12-28,301,13,0.8,0.46,1.4,1598,-9.5,0.8,0,0,Winter,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Dec,4,2017
2018-08-12,554,2,29,0.6,1.4,2000,20.4,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Aug,37,2018
2018-08-03,1471,8,31.8,0.55,1.3,1537,21.6,0.78,0,0,Summer,No Holiday,Yes,Morning,Fri,Yes,No,No,Aug,35,2018
2018-08-10,696,13,34.2,0.41,1.7,2000,19,2.31,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Aug,36,2018
2018-06-29,1209,15,28.4,0.63,2.8,742,20.6,2.47,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jun,30,2018
2018-01-31,47,3,-2.2,0.83,1,977,-4.7,0,0,3.5,Winter,No Holiday,Yes,Night,Wed,Yes,No,Yes,Jan,9,2018
2018-08-23,924,9,29.3,0.54,1.5,2000,19,0.82,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Aug,38,2018
2018-03-25,502,20,10.7,0.7,2.8,236,5.4,0,0,0,Spring,No Holiday,Yes,Evening,Sun,No,No,No,Mar,17,2018
2018-07-20,1468,17,34.3,0.44,2.1,1704,20.2,1.87,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jul,33,2018
2018-09-24,141,4,14.9,0.68,0.9,2000,9,0,0,0,Autumn,Holiday,Yes,Night,Mon,Yes,No,No,Sep,43,2018
2018-09-09,2368,18,26,0.35,0.3,2000,9.3,0.2,0,0,Autumn,No Holiday,Yes,Evening,Sun,No,No,No,Sep,41,2018
2018-10-14,185,4,7.9,0.76,1.3,771,3.9,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Oct,46,2018
2018-03-23,1108,17,11.2,0.27,3.5,1585,-7.1,1.19,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Mar,16,2018
2018-02-23,321,21,6,0.79,2.7,306,2.6,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Feb,12,2018
2018-10-29,1021,9,7.5,0.53,1.6,1981,-1.4,1.01,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Oct,48,2018
2018-03-22,999,17,9.6,0.38,3.2,1606,-4,1.35,0,0,Spring,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Mar,16,2018
2018-10-10,1723,19,11.3,0.5,1.1,2000,1.2,0,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Oct,45,2018
2017-12-31,227,23,-2.6,0.4,0.6,2000,-14.3,0,0,0,Winter,Holiday,Yes,Evening,Sun,No,No,No,Dec,5,2017
2018-04-27,1253,15,22.7,0.29,1.6,1223,3.7,2.66,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Apr,21,2018
2018-04-05,18,5,8.3,0.81,2,1060,5.2,0,0.1,0,Spring,No Holiday,Yes,Night,Thu,Yes,Yes,No,Apr,18,2018
2018-05-19,766,8,13.7,0.57,1.4,2000,5.3,1.28,0,0,Spring,No Holiday,Yes,Morning,Sat,No,No,No,May,24,2018
2018-08-11,826,16,35.6,0.39,2.7,2000,19.5,1.81,0,0,Summer,No Holiday,Yes,Afternoon,Sat,No,No,No,Aug,36,2018
2018-04-30,742,10,19.5,0.54,1.1,451,9.9,1.88,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Apr,22,2018
2018-11-28,583,10,4.4,0.23,1.6,1201,-14.9,0.7,0,0,Autumn,No Holiday,Yes,Morning,Wed,Yes,No,No,Nov,52,2018
2018-06-13,2479,18,23.4,0.63,3.6,1245,15.9,0.5,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Jun,28,2018
2018-09-17,2100,21,21.3,0.66,2.3,1989,14.6,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Sep,42,2018
2018-01-10,225,9,-7.7,0.62,3.6,1637,-13.7,0.13,0,0.7,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,6,2018
2018-06-13,1269,10,23,0.57,2.2,1145,14,1.1,0,0,Summer,No Holiday,Yes,Morning,Wed,Yes,No,No,Jun,28,2018
2018-07-26,355,3,27.7,0.76,0.2,1376,23,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jul,34,2018
2018-09-07,1346,7,20.3,0.74,1.8,1372,15.5,0.07,0,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,No,No,Sep,40,2018
2017-12-18,175,17,0.4,0.84,0.8,317,-1.9,0.15,0,2.7,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,Yes,Dec,3,2017
2018-11-01,1269,20,9.9,0.53,1.7,1868,0.7,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Nov,48,2018
2018-11-26,214,1,3.1,0.84,1,365,0.6,0,0,0.3,Autumn,No Holiday,Yes,Night,Mon,Yes,No,Yes,Nov,52,2018
2018-08-29,346,6,24.7,0.85,3.8,2000,22,0,0,0,Summer,No Holiday,Yes,Morning,Wed,Yes,No,No,Aug,39,2018
2017-12-31,209,12,1.4,0.47,4.5,1388,-8.7,1.1,0,1,Winter,Holiday,Yes,Afternoon,Sun,No,No,Yes,Dec,5,2017
2018-10-13,1037,10,12.6,0.5,1.4,1712,2.4,1.68,0,0,Autumn,No Holiday,Yes,Morning,Sat,No,No,No,Oct,45,2018
2018-05-14,241,2,12.1,0.94,1.6,191,11.1,0,0,0,Spring,No Holiday,Yes,Night,Mon,Yes,No,No,May,24,2018
2018-05-27,555,2,19,0.62,1.8,974,11.5,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,May,26,2018
2018-07-30,609,10,32,0.5,2.1,1992,20.2,2.34,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jul,35,2018
2017-12-29,363,12,4.3,0.62,1.6,472,-2.3,0.52,0,0,Winter,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Dec,4,2017
2018-01-08,353,16,3.5,0.36,1.7,1702,-10.2,0.16,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jan,6,2018
2018-08-16,1105,7,27.6,0.71,1.2,2000,21.8,0.14,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Aug,37,2018
2018-10-12,183,5,6,0.72,1.3,2000,1.3,0,0,0,Autumn,No Holiday,Yes,Night,Fri,Yes,No,No,Oct,45,2018
2018-10-13,1312,21,12.6,0.56,1.1,1053,4,0,0,0,Autumn,No Holiday,Yes,Evening,Sat,No,No,No,Oct,45,2018
2018-10-07,345,7,14.3,0.89,0.6,1165,12.5,0.03,0,0,Autumn,No Holiday,Yes,Morning,Sun,No,No,No,Oct,45,2018
2018-08-18,771,9,25.3,0.42,1.4,1921,11.4,1.7,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Aug,37,2018
2018-11-27,1538,18,10.2,0.74,1.2,289,5.7,0,0,0,Autumn,No Holiday,Yes,Evening,Tue,Yes,No,No,Nov,52,2018
2018-11-04,1596,17,16.9,0.33,2.2,1972,0.5,0.43,0,0,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,No,Nov,49,2018
2018-03-21,80,5,1.3,0.4,2.3,2000,-10.8,0,0,0,Spring,No Holiday,Yes,Night,Wed,Yes,No,No,Mar,16,2018
2018-05-07,2268,18,25.1,0.32,2.4,1899,7.2,1.1,0,0,Spring,No Holiday,Yes,Evening,Mon,Yes,No,No,May,23,2018
2018-04-28,777,0,13.3,0.7,1.6,473,7.9,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,Apr,21,2018
2017-12-14,108,6,-11,0.55,0.8,1541,-18.2,0,0,0,Winter,No Holiday,Yes,Morning,Thu,Yes,No,No,Dec,2,2017
2018-07-29,760,16,36,0.33,1.4,2000,17.1,1.97,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jul,35,2018
2018-08-16,1660,8,28.2,0.68,1.3,2000,21.7,0.41,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Aug,37,2018
2018-02-17,183,12,-1.3,0.17,1.5,1998,-23.2,2.28,0,0,Winter,Holiday,Yes,Afternoon,Sat,No,No,No,Feb,11,2018
2018-10-18,944,23,10.9,0.64,0.2,2000,4.3,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Oct,46,2018
2018-11-20,798,13,11.6,0.2,1.3,1821,-10.6,1.87,0,0,Autumn,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Nov,51,2018
2018-08-07,2274,18,34.6,0.5,3.1,1821,22.6,1,0,0,Summer,No Holiday,Yes,Evening,Tue,Yes,No,No,Aug,36,2018
2018-11-14,135,5,5.3,0.72,0.2,1278,0.6,0,0,0,Autumn,No Holiday,Yes,Night,Wed,Yes,No,No,Nov,50,2018
2018-11-16,939,7,6.6,0.64,0.5,701,0.2,0,0,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,No,No,Nov,50,2018
2017-12-30,45,18,3,0.84,1.7,137,0.5,0,0.3,0,Winter,No Holiday,Yes,Evening,Sat,No,Yes,No,Dec,4,2017
2018-03-14,1049,16,21.7,0.41,3.2,2000,7.8,1.91,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Mar,15,2018
2018-09-07,1796,22,19.8,0.51,1.2,2000,9.3,0,0,0,Autumn,No Holiday,Yes,Evening,Fri,Yes,No,No,Sep,40,2018
2018-01-06,222,1,-4.8,0.54,1.2,1219,-12.7,0,0,0,Winter,No Holiday,Yes,Night,Sat,No,No,No,Jan,5,2018
2018-03-28,1353,8,10.3,0.77,0.7,341,6.4,0.37,0,0,Spring,No Holiday,Yes,Morning,Wed,Yes,No,No,Mar,17,2018
2018-07-05,828,7,23.5,0.9,0.5,445,21.7,0.05,0.5,0,Summer,No Holiday,Yes,Morning,Thu,Yes,Yes,No,Jul,31,2018
2018-08-15,1507,21,28.6,0.69,1.3,2000,22.3,0,0,0,Summer,Holiday,Yes,Evening,Wed,Yes,No,No,Aug,37,2018
2018-05-01,534,2,18.2,0.85,0.8,355,15.6,0,0,0,Spring,Holiday,Yes,Night,Tue,Yes,No,No,May,22,2018
2018-11-08,17,12,11.4,0.95,2.5,792,10.6,0.44,5.5,0,Autumn,No Holiday,Yes,Afternoon,Thu,Yes,Yes,No,Nov,49,2018
2018-03-12,752,16,14.5,0.34,3.1,471,-1.2,1.59,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Mar,15,2018
2018-11-25,355,9,2.3,0.88,1.1,286,0.5,0.41,0,2.5,Autumn,No Holiday,Yes,Morning,Sun,No,No,Yes,Nov,52,2018
2018-05-01,782,0,18.3,0.78,0.8,349,14.3,0,0,0,Spring,Holiday,Yes,Night,Tue,Yes,No,No,May,22,2018
2018-05-29,625,6,19.5,0.64,0.4,1268,12.5,0.02,0,0,Spring,No Holiday,Yes,Morning,Tue,Yes,No,No,May,26,2018
2018-05-07,185,4,14.4,0.85,0.8,1437,11.9,0,0,0,Spring,No Holiday,Yes,Night,Mon,Yes,No,No,May,23,2018
2018-07-30,866,9,30.5,0.53,1.6,2000,19.8,1.74,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jul,35,2018
2018-08-02,850,0,31.9,0.67,1.5,1550,25,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Aug,35,2018
2017-12-16,80,4,-5,0.7,2.7,702,-9.6,0,0,0,Winter,No Holiday,Yes,Night,Sat,No,No,No,Dec,2,2017
2018-08-30,81,3,24.1,0.97,2.5,1989,23.5,0,1.5,0,Summer,No Holiday,Yes,Night,Thu,Yes,Yes,No,Aug,39,2018
2018-08-12,703,1,29.4,0.58,1.5,2000,20.2,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Aug,37,2018
2018-06-22,1020,11,28.1,0.35,1.3,1608,11.1,3.02,0,0,Summer,No Holiday,Yes,Morning,Fri,Yes,No,No,Jun,29,2018
2018-06-27,417,6,19.2,0.97,1.5,157,18.7,0,0,0,Summer,No Holiday,Yes,Morning,Wed,Yes,No,No,Jun,30,2018
2018-07-24,688,13,36.4,0.41,1.3,1655,21,2.86,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jul,34,2018
2018-05-31,844,0,15.8,0.82,1.6,546,12.7,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,May,26,2018
2018-01-25,141,20,-13.5,0.33,2.4,2000,-26.3,0,0,0.5,Winter,No Holiday,Yes,Evening,Thu,Yes,No,Yes,Jan,8,2018
2018-08-09,740,17,28.8,0.83,4,969,25.6,0.39,1.1,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,Yes,No,Aug,36,2018
2018-06-28,2288,8,24.2,0.73,1,1581,19,0.96,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Jun,30,2018
2018-06-24,1064,14,31.6,0.34,2.9,1050,13.8,3.12,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jun,30,2018
2018-11-04,112,5,6.6,0.73,0.3,1219,2,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Nov,49,2018
2018-06-12,2505,21,20.6,0.7,1.8,1986,14.9,0,0,0,Summer,No Holiday,Yes,Evening,Tue,Yes,No,No,Jun,28,2018
2018-09-15,1465,13,25.8,0.65,1,1996,18.7,1.12,0,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,No,Sep,41,2018
2018-05-03,1401,20,12.6,0.47,3.2,1935,1.5,0.02,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,May,22,2018
2018-09-21,143,12,19.1,0.91,2,1971,17.5,0.63,0,0,Autumn,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Sep,42,2018
2018-06-19,1230,13,26.6,0.46,2.9,1482,14,2.31,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jun,29,2018
2018-07-10,1035,12,24.1,0.8,0.8,2000,20.4,0.72,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jul,32,2018
2018-09-17,625,6,18.8,0.88,1.2,798,16.7,0,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,42,2018
2018-01-03,160,0,-4.3,0.38,1.4,2000,-16.5,0,0,0,Winter,No Holiday,Yes,Night,Wed,Yes,No,No,Jan,5,2018
2018-05-24,530,6,11.4,0.67,1,1600,5.4,0.04,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,May,25,2018
2018-04-07,518,19,4.9,0.47,3.5,2000,-5.4,0.2,0,0,Spring,No Holiday,Yes,Evening,Sat,No,No,No,Apr,18,2018
2018-10-11,518,6,6.6,0.65,1.6,2000,0.4,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Oct,45,2018
2018-09-03,1287,7,23.9,0.71,0.4,2000,18.3,0.02,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,40,2018
2018-06-20,1266,15,27.9,0.45,3.6,1558,14.8,3.04,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jun,29,2018
2018-03-15,65,11,13.9,0.98,1.4,296,13.5,0.13,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Mar,15,2018
2018-10-21,1883,17,18.8,0.24,2.1,2000,-2.2,0.63,0,0,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,No,Oct,47,2018
2018-07-05,2063,21,25.2,0.67,1.5,2000,18.6,0,0,0,Summer,No Holiday,Yes,Evening,Thu,Yes,No,No,Jul,31,2018
2018-05-29,1103,13,24.2,0.58,1.5,1030,15.4,1.66,0,0,Spring,No Holiday,Yes,Afternoon,Tue,Yes,No,No,May,26,2018
2018-06-16,518,3,17.4,0.61,1.2,2000,9.7,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Jun,28,2018
2018-01-09,281,21,-4.8,0.59,0.9,2000,-11.6,0,0,0,Winter,No Holiday,Yes,Evening,Tue,Yes,No,No,Jan,6,2018
2018-01-06,204,10,-3.5,0.39,2,1946,-15.4,0.54,0,0,Winter,No Holiday,Yes,Morning,Sat,No,No,No,Jan,5,2018
2018-11-25,813,17,9,0.59,0.7,677,1.4,0.1,0,0.4,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,Yes,Nov,52,2018
2018-01-12,178,12,-9.6,0.27,2,1945,-25.1,1.17,0,0,Winter,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jan,6,2018
2017-12-07,149,2,1.4,0.92,0.7,168,0.2,0,0,0.9,Winter,No Holiday,Yes,Night,Thu,Yes,No,Yes,Dec,1,2017
2018-02-13,256,13,2.6,0.4,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Feb,11,2018
2018-06-04,938,0,21.4,0.45,1.4,1964,8.9,0,0,0,Summer,No Holiday,Yes,Night,Mon,Yes,No,No,Jun,27,2018
2018-09-22,1062,11,22.7,0.55,2.7,1297,13.1,1.86,0,0,Autumn,No Holiday,Yes,Morning,Sat,No,No,No,Sep,42,2018
2018-09-08,1096,10,22.2,0.43,0.9,1891,9,2.09,0,0,Autumn,No Holiday,Yes,Morning,Sat,No,No,No,Sep,40,2018
2017-12-26,180,10,-2.2,0.36,4.1,1930,-15.2,0.53,0,0,Winter,No Holiday,Yes,Morning,Tue,Yes,No,No,Dec,4,2017
2018-07-08,1208,0,20.7,0.51,1.7,2000,10.1,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Jul,32,2018
2018-09-23,620,10,19.3,0.59,0.2,2000,11,0.94,0,0,Autumn,Holiday,Yes,Morning,Sun,No,No,No,Sep,43,2018
2017-12-12,260,20,-8.4,0.42,1,2000,-19,0,0,0,Winter,No Holiday,Yes,Evening,Tue,Yes,No,No,Dec,2,2017
2018-06-06,218,5,18.7,0.73,1.4,1065,13.7,0,0,0,Summer,Holiday,Yes,Night,Wed,Yes,No,No,Jun,27,2018
2018-03-11,1028,17,11.1,0.25,2,1765,-8.2,1.19,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,Mar,15,2018
2018-02-18,38,6,-4.1,0.3,1.1,2000,-19.1,0,0,0,Winter,No Holiday,Yes,Morning,Sun,No,No,No,Feb,12,2018
2017-12-22,283,7,-0.3,0.72,0.7,919,-4.7,0,0,0.7,Winter,Holiday,Yes,Morning,Fri,Yes,No,Yes,Dec,3,2017
2018-06-16,2451,18,28,0.46,2.3,1833,15.2,1.23,0,0,Summer,No Holiday,Yes,Evening,Sat,No,No,No,Jun,28,2018
2018-11-02,1146,21,10.8,0.57,2,1219,2.6,0,0,0,Autumn,No Holiday,Yes,Evening,Fri,Yes,No,No,Nov,48,2018
2018-07-27,1657,19,32,0.68,3,1286,25.3,0.38,0,0,Summer,No Holiday,Yes,Evening,Fri,Yes,No,No,Jul,34,2018
2018-04-25,1447,16,23.1,0.19,3.1,1871,-1.8,2.26,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Apr,21,2018
2018-09-06,680,6,21.4,0.84,0.8,1506,18.5,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Sep,40,2018
2018-07-11,991,13,28.7,0.69,2.6,1546,22.4,1.02,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jul,32,2018
2018-01-05,118,2,-5.3,0.52,1.6,1481,-13.6,0,0,0,Winter,No Holiday,Yes,Night,Fri,Yes,No,No,Jan,5,2018
2018-03-31,537,0,11.7,0.77,1.3,588,7.7,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,Mar,17,2018
2018-02-26,46,3,-1.9,0.67,1,1575,-7.2,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Feb,13,2018
2018-01-31,124,7,-3.5,0.83,1.6,953,-5.9,0,0,3.5,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,9,2018
2018-02-26,122,1,-1.2,0.63,0.9,1846,-7.3,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Feb,13,2018
2018-01-17,273,13,8,0.54,1.8,435,-0.7,0.57,0,0,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jan,7,2018
2018-05-23,1241,7,13.6,0.75,1.6,1987,9.2,0.47,0,0,Spring,No Holiday,Yes,Morning,Wed,Yes,No,No,May,25,2018
2018-02-13,106,2,-6,0.58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes,Night,Tue,Yes,No,No,Feb,11,2018
2018-05-04,521,6,9,0.57,1.7,1903,0.9,0,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,May,22,2018
2018-08-19,1395,16,33.3,0.32,2.4,2000,14.3,1.98,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Aug,38,2018
2018-11-23,664,12,5.5,0.2,1.4,1992,-15.7,1.85,0,0,Autumn,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Nov,51,2018
2018-06-28,1223,21,21.3,0.94,0.3,1314,20.2,0,0,0,Summer,No Holiday,Yes,Evening,Thu,Yes,No,No,Jun,30,2018
2018-03-18,226,2,5.5,0.56,1.2,1067,-2.5,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,Mar,16,2018
2018-11-01,1115,22,8.3,0.61,0.2,1809,1.2,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Nov,48,2018
2018-01-04,262,14,-0.8,0.32,1.4,1846,-15.4,0.78,0,0,Winter,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jan,5,2018
2018-10-07,1987,14,20.2,0.42,2.8,1832,6.8,1.87,0,0,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,No,Oct,45,2018
2018-02-05,433,8,-11.5,0.4,2.8,2000,-22.4,0.02,0,0,Winter,No Holiday,Yes,Morning,Mon,Yes,No,No,Feb,10,2018
2018-06-07,1171,15,29.3,0.41,2,609,14.6,2.63,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jun,27,2018
2018-04-21,1292,22,16.7,0.28,1,1996,-1.9,0,0,0,Spring,No Holiday,Yes,Evening,Sat,No,No,No,Apr,20,2018
2018-02-21,244,10,-1.8,0.25,2.6,1913,-19.2,1.17,0,0,Winter,No Holiday,Yes,Morning,Wed,Yes,No,No,Feb,12,2018
2018-07-26,600,12,32,0.57,1.6,1075,22.4,1.94,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jul,34,2018
